_id,feedback
62,"We are a fast growing, lifestyle retailer of street-inspired footwear, apparel and accessories. Our stores offer a distinctive, high energy shopping experience and are designed to look and feel like independent, locally-managed specialty stores. We believe we are uniquely positioned due to our constantly evolving merchandise assortment, wide selection of desirable brands, energized sales associates, music-inspired retail atmosphere and strong connections with local communities in which we operate. Our differentiated business model and community-centric culture reinforce our authentic brand image and position us a leading destination retailer of street inspired fashion footwear, apparel and accessories. As a result, we believe the DTLR brand, which is characterized by our trademarked motto 'œYour Fashion'¦Your Lifestyle!', is well recognized and generates loyalty and preference among our core consumers. We currently operate over 100 stores in 12 states and Washington D.C. We also sell products through our e-commerce website, DTLR.com

We provide a one-stop shopping experience that addresses our consumers' desire to dress 'œfrom the shoe up.' We offer regular releases of limited-availability merchandise from Nike and Brand Jordan as well as merchandise from other sought after brands. We are constantly looking for the newest fresher gear and believe our distinctive product offering appeals to a broader consumer group inspired by lifestyle.

We utilize an innovative, neighborhood-based approach to building brand awareness, consumer loyalty and authenticity. Our primary marketing programs target our consumers where they live, work and play. These measures include employing street teams at hundreds of social events per year, partnering with top club and radio DJ personalities, hosting in-store appearances by popular music artists and sponsoring local events.
We strive to be a good corporate citizen and assert a positive influence on the neighborhoods in which we operate. We often contribute resources to help the development of local communities, and our employees are motivated and encouraged to participate in community service. In addition, we sponsor book clubs at local schools and community sports camps, as well as host our trademarked Basketball Buc$ and Homeroom Huddle programs.

Additionally we raise money and donations for charitable organizations such as Sole4Souls and St. Jude's. We believe our values-based approach resonates with our employees and generates substantial goodwill with local communities and our consumers, to find out more about how you can help us help other please contact your local store or any of our toll fee hotlines. '“ less"
63,"HBC is a diversified global retailer, focused on driving the performance of high quality stores and their all-channel offerings, growing through acquisitions, and unlocking the value of real estate holdings.

Founded in 1670, HBC is the oldest company in North America. Our portfolio today includes formats ranging from luxury to premium department stores to off price fashion shopping destinations, with more than 480 stores and over 66,000 employees around the world.

Our leading banners across North America and Europe include Hudson's Bay, Lord & Taylor, Saks Fifth Avenue, Saks OFF 5TH, Galeria Kaufhof, the largest department store group in Germany, and Belgium's only department store group Galeria INNO.

We have significant investments in real estate joint ventures. HBC has partnered with Simon Property Group Inc. in the HBC Global Properties Joint Venture, which owns properties in the United States and Germany. In Canada, HBC has partnered with RioCan Real Estate Investment Trust in the RioCan-HBC Joint Venture.

A truly global corporate citizen, HBC is committed to responsible business practices to bring about positive change, and we work hard to shape a sustainable future for people and the planet. Our philanthropic initiatives help create healthy families, strong communities, and sport excellence in the cities and countries in which we operate around the world, while striving to create innovative programs and resources that provide flexibility for work-life balance in order to maintain a positive working environment '“ less"
64,"Ohio Mulch Supply Inc. Since 1984

A leader in Retail Manufacturing and Sustainability Efforts ."
65,"Bob's Discount Furniture is an everyday value furniture and bedding retailer with over 120 showrooms in 18 states in the Northeast, Mid-Atlantic, Mid-West and now growing on the West Coast! The company was founded in 1991 on the principal of providing unsurpassed values. Honesty and integrity are the hallmarks of the Bob's Way of doing business - a philosophy that applies to customer, co-worker, vendor and community relations. '“ less"
66,"Leading Retailer

Family Dollar is a leading national operator of multi-price point stores, providing value-conscious customers competitively priced merchandise in over 8,000 stores and 46 states. For more than 50 years, Family Dollar has consistently kept costs low, enabling us to pass those savings down to our customers. We are looking for talented individuals to help us grow and enhance our brand.

Continued Growth

As we continue to grow, we're always looking for people with the drive, imagination, and intelligence to help us continue our success. Do you have what it takes to join the Family Dollar team?

Our Values
While as a company we continue to evolve and change, our core values will always remain...

Attitude
Responsibility, Integrity, Courtesy

Judgement
Do The Right Thing For The Right Reasons

Commitment
Honor And Respect For Self And Company '“ less"
67,"For over 30 years, Express has been a legendary fashion icon that offers the hottest styles for 20- to 30-year-old women and men. The company has a distinct combination of fashion and quality at an attractive value for multiple lifestyle occasions, including casual, jeans, work, and going out. The Company currently operates more than 650 retail and factory outlet stores, located primarily in high-traffic shopping malls, lifestyle centers, and street locations across the United States and Puerto Rico. Express merchandise is also available at franchise locations in Latin America. Express also markets and sells its products through its e-commerce website, www.express.com, as well as on its mobile app. '“ less"
68,"Sears is a leading integrated retailer providing merchandise and related services and is part of Shop Your Way, a social shopping experience where members have the ability to earn points and receive benefits across a wide variety of physical and digital formats through shopyourway.com.

Sears offers its wide range of home merchandise, apparel and automotive products and services through Sears-branded and affiliated full-line and specialty retail stores in the United States. Sears offers consumers leading proprietary brands including Kenmore, Craftsman, and DieHard '“ among the most trusted and preferred brands in the U.S.

The company is the nation's largest provider of home services, with more than 14 million service and installation calls made annually.

For more information, visit www.sears.com. '“ less"
69,"Founded in 1997, Weekends Only has quickly become the leading furniture retailer in the St. Louis metro area. The company's concept is unique-stores are only open Fridays, Saturdays, and Sundays, and our mission is to save customers money. With five retail locations in the St. Louis area, more people buy from Weekends Only than any other home furnishings store in the area. We are excited to be opening our first store in the Indianapolis market. It's not only a fun place to shop, but a great place to work! If you thrive in a fast-paced work environment and are driven by high performance goals and professional growth, Weekends Only is the company for you. '“ less"
70,"Artbrands is a manufacturer of heat applied graphics for garment decoration. We also print custom and stock t-shirts, hoodies, and many gift items.

We have a stock and a custom catalog and well worldwide.
We also own and market our own brands. Country Girl and Country Boy apparel and gifts. We also sell accessories, hats, perfume, gift items."
71,"What if we were all brave enough to put our truest selves out there? To show 'em what we're really made of - our inner strength, our hidden talents, our crazy ideas, our heart and soul, our beautiful imperfections. These are the things that make us, us. These are our unique gifts to the world. #ShowEm your Jockey.

Today Jockey International, Inc. is active in more than 120 countries, marketing the world's best innerwear! Our ongoing mission is to continue to push boundaries to deliver the experience and excitement that life enthusiasts expect from one of the world's best-loved and most-recognized brands '” JockeyÂ®.

Jockey is a globally responsible designer and marketer of men's and women's apparel under the world famous Jockey brand and related brands like Skimmies, No Panty Line Promise, JKY, and Life. We hold the number one market share in underwear and intimates in department stores. We also sell to large volume retailers and directly to consumers through Jockey operated retail stores, jockey.com, and catalogs. Our licensed partners sell Jockey brand socks, thermals, hosiery, scrubs, and activewear. Our international partners have leading market shares for Jockey brand apparel in India, Australia/New Zealand, and Africa.

Founded in 1876, Jockey is privately-held with a long history of producing high quality innovative products beginning with making and selling superior wool socks to lumberjacks. Jockey created the first men's underwear brief, 'œthe Jockey short,' in 1934 and we were the first company to introduce temperature-regulating underwear in our Staycool line. The Jockey Bra is the first bra designed to fit women by volume and it is protected by over 50 patents.

Headquartered between Milwaukee and Chicago in Kenosha, WI, we have operations in North Carolina, New York, Canada, Hong Kong, and Germany. Jockey employs over 1,600 associates.

We operate a global supply chain partnering with best-in-class contractors committed to continuous improvement to respect workers and improve working conditions in their facilities and in the apparel industry. Our Jockey Being Family Foundation supports the cause of adoption and employees have the opportunity to give back by helping the cause or by taking paid leave to pursue other charitable efforts. '“ less"
72,"Established in 1971 in the heart of the fast growing West Florida Market, Leader's Casual Furniture began as a single modest showroom in St. Petersburg, Florida.

Leader's specializes in Rattan, Wicker, and Patio Furniture. This entire selection is fondly referred to as ""Casual Furniture"". Many homeowners and designers enjoy the casual comfort and durability that tropical rattan and wicker furniture provides to their decor, as it reflects their relaxed lifestyle. This is the niche where Leader's has served tens of thousands of very happy and loyal customers over the years. We are the perfect place to pick-up a unique coastal gift or some tropical accessories, as well as first quality casual furnishings for your entire home INSIDE and OUT.

Our buying team travels the world in search of casual furniture and accessories of the utmost quality and value. The merchandise carried at Leader's is a fine tuned selection of domestic products from famous name manufacturers with tremendous finish and fabric selections, complemented by a vast array of direct imported products hand selected and designed by Leader's experienced staff.

The uniqueness of product allows Leader's to be a special place to shop. We pride ourselves on providing you with a variety of unique choices, most of which are handmade to our strict quality standards. We work diligently to ensure our assortment includes items that will fit everyone's budget. Leader's Casual Furniture is the largest volume casual furniture resource in the Southeastern USA. Thanks to volume purchasing and direct importing, we are able to offer the highest quality and most beautiful designs at guaranteed lowest prices... WE PROMISE! Without a doubt, each customer will find something in our store they have never seen in another home furnishings showroom. '“ less"
73,"Chewy is revolutionizing the pet industry as one of the fastest growing e-commerce retailers of all time. Founded in 2011, Chewy set out to offer pet parents the expertise and service of a local pet store with the convenience of online shopping. Chewy delivers on that promise with its dedication to 24/7 customer service, the creation of cutting-edge software and technology that enhances the user experience and commitment to sourcing high-quality products.

Dually headquartered in Dania Beach, FL and Boston MA, Chewy employs more than 15,000 pet lovers in their headquarter offices, three customer service centers in FL, TX and KY and nine fulfillment centers in PA, AZ, TX, KY, NV, IN, OH, NC, and FL.

Chewy's environment is dynamic and faster than anything you've ever experienced, built for leaders who thrive on delivering results. We believe in leadership, accountability, relentlessness, and creativity. We work hard with a dogged determination, but we have fun, too! '“ less"
74,"We are looking for food enthusiasts passionate about practical yet innovative solutions to support our California rooted organization. Historically, Save Mart has been recognized for innovating new standards in the grocery business in addition to always taking the extra step to make service a daily principle. Today, we continue many traditions that elevate our brand, engage our communities but most importantly, take care of our customers and employees. We love what we do and invite you to join our efforts as we bring fresh products and extraordinary service to the communities in which we serve.



About Us



Save Mart Supermarkets is a privately held food chain headquartered in the heart of one of the greatest agricultural areas of our nation '“ the San Joaquin Valley. The Modesto community is vibrant with great traditions, educational opportunities and multi-cultural lifestyles. Aside from mild weather year-round, Modesto allows for easy access to many major tourist attractions in California. To the west lies the San Francisco Bay Area (90-miles) and the Santa Cruz Beach (115-miles). To the east is the famed Gold Country 'œMother Lode' (50-miles) and a little farther you can find the majestic Sierra Nevada mountain range, Lake Tahoe (180-miles) and Yosemite National Park (110-miles).

The Save Mart Companies operate stores throughout the Central Valley, San Francisco Bay Area, and Northern Nevada under the names of Save Mart, S-Mart Foods, Lucky, and FoodMaxx. Save Mart also owns three distribution centers and SMART Refrigerated Transport, a trucking firm that transports dry groceries, frozen foods, ice and novelties to all of Save Mart's stores.

Some of our competitive benefits include: exceptionally generous benefits package (Health, Dental, Vision, Life, 401K with matching), flexible schedule options, Foodie Friday events (great eats and games!) throughout the year, Employee Connection (earn fun and valuable prizes!), Life Long Learning '“ Educational opportunities, Employee Association (discounted and free tuition options, contests, and support services). '“ less"
75,"Shoppers World is a full line department store with merchandise including apparel for all ages and an amazing collection of home furnishings, housewares, linens, art and home decor;
The Shoppers World mission has and always will be based on providing our customers the latest styles at the lowest price. Always New, Always For Less. It's the pledge that makes Shoppers World #1 in the hearts and minds of our value seeking customers. '“ less"
76,"Trig's is considered more of a collection then a chain. Each store is designed to uniquely serve its community in a very personal and committed way, taking on the personality of its region. But most importantly, Trig's goal is to make sure you get the best service no matter what.

The collection started in 1971 when Trygve (Trig) and Tula Solberg started the company with a single small store in Land O'Lakes, Wisconsin. Today, T.A. Solberg Company, Inc. operates five Trig's stores in the Northern Wisconsin communities of Rhinelander, Minocqua, Eagle River, Wausau and Stevens Point. Each store is a complete one stop experience with an expansive deli, service meat counter, Cellar 70 Wine and Spirits and a full service Healthmart pharmacy.

Trig's is one part of the larger T.A. Solberg Company, Inc., a diverse and healthy organization of over 1,000 associates that also operate Trig's Village Market in Manitowish Waters, Trig's Ace Hardware in Rhinelander, Tula's CafÃ© in Minocqua and Rhinelander, three Postal Express stores, several fuel and convenience stores throughout northern and central Wisconsin, Trig's Central Bakery and Trucking Facility, Trig's Recycling Center, and Twice is Nice Consignment in Rhinelander.

Trig's has two goals:

1. Be a great place to shop!
2. Be a great place to work! '“ less"
77,"C. and J. Clark International Ltd, trading as Clarks, is a British, international shoe manufacturer and retailer based in Street, Somerset, England. For the year ending January 2010, the company made a profit of Â£125 million on sales of Â£1,174m, making it the 33rd largest private company in the UK. It is 81% owned by the Clark family, with the remaining 19% held by employees and related institutions. '“ less"
78,"Leading Retailer
Dollar Tree is the nation's leading operator of single-price-point dollar stores. We're more than 6,800+ stores strong and growing, with stores in all 48 contiguous states and 5 Canadian provinces. We have roots that trace back over sixty years, yet we're still defining our company, as well as our category and looking for creative people to help us grow!

Continued Growth
As we continue to grow, we're always looking for people with the drive, imagination and intelligence to help us continue our success. Do you have what it takes to join the Dollar Tree team?

Our Values
While as a company we continue to evolve and change, our core values will always remain...

Attitude
Responsibility, Integrity, Courtesy

Judgement
Do The Right Thing For The Right Reasons

Commitment
Honor And Respect For Self And Company '“ less"
79,"Delhaize America is a subsidiary of Delhaize Group, a Belgian-based international food retailer committed to offering customers a locally-differentiated shopping experience, delivering superior value, and maintaining high social, environmental and ethical standards. The Delhaize America family of supermarkets includes Food Lion, and Hannaford. Delhaize America and its supermarkets employ more than 98,000 associates and operate more than 1,200 stores. Collectively, Delhaize Group employs more than 140,000 associates across eleven countries on three continents. Delhaize Group's stock is listed on the New York Stock Exchange (DEG) and Euronext Brussels (DELB). '“ less"
80,"Fashion to Figure is a growing fashion brand built around the premise that, 'œFashion is a state of mind, not a size rangeâ„¢.' From dresses to denim, FTF is the destination for great fitting, on-trend fashion for curvy women sizes 12-26 who want to look and feel their best. Guests will find a rapidly changing selection of quality apparel and accessories at reasonable prices delivered with a focus on exceptional customer service. FTF was started by the two-great grandsons of Lena Bryant, the visionary dressmaker who created the special-size fashion market in the late 1800s. The company owns and operates 26 stores on the East Coast and offers its Guests an inspiring shopping experience through its brick-and-mortar locations as well as online at www.FTF.com. '“ less"
81,"This article is about Acme Markets, a division of Albertsons. For the Ohio-based chain, see Acme Fresh Market.ACME Markets Inc. is a supermarket chain in the Delaware Valley metropolitan area in the United States. ACME is owned by Boise, Idaho-based corporation Albertsons."
82,"Bloomingdale's is America's only nationwide, full-line, upscale department store and a division of Macy's Inc. Currently we operate 37 department stores and an ever growing number of Bloomingdale's The Outlet stores in 13 states as well as the always open and fashionable Bloomingdales.com. Bloomingdale's also has an international presence in Dubai.

We are currently looking for leaders who will help shape our future. At Bloomingdale's, we seek talented creative people with a passion and entrepreneurial spirit who enjoy the fast paced, exciting world of retail. Having a strong interest in fashion as well as being a natural collaborator helps! In short, we want people with a desire to grow professionally as well as personally because at Bloomingdale's we provide the tools for both.

When you join the Bloomingdale's family, you are now part of an organization deeply committed to giving back to the communities near and afar. Through strategic philanthropic marketing campaigns or local grass roots efforts, Bloomingdale's is committed to making a difference.

Although Bloomingdale's is part of a Fortune 100 Corporation, we hold true to the family values of our founding brothers, Joseph and Lyman Bloomingdale. As large as we may become, we will remain intimate and operate Bloomingdale's with the utmost integrity like a family run business.

At Bloomingdale's, we will always have passion for the business and compassion for each other. After all, we are like no other store in the world. '“ less"
83,"Dunham's Sports, one of the largest full-line sporting goods chains in the U.S., was founded in 1937 as Dunham's Bait & Tackle. We got our start in Waterford, Michigan, just outside Detroit, and today we have our corporate home in Troy, Michigan.

Now we've grown into a complete sports outfitter serving customers in over 20 states, with over 230 stores. We continue to open Dunham's Sports stores in new and established markets.

Dunham's has built its reputation on selection, quality and value: unsurpassed choice of national brands at low prices...every day. Every one of our more than 230 stores offers a complete line of sporting goods, athletic equipment, active sports gear and leisure apparel.
________________________________________
Philosophy
Our motto at Dunham's Sports is Big Names'¦Low Prices. Every day we give our customers the choice of the name brands they want, at the lowest prices possible. We stock a remarkable range of popular national brands, while our immense buying power makes it possible for us to combine value and quality in everything we sell. You will notice this in every Dunham's Sports store you go into where you will find Hot Deals and Sport Values at prices that may be too low to advertise.
So the next time you're thinking sports'¦
Get in the game at Dunham's Sports, where our big names bring you in and our low prices bring you back!
________________________________________
Benefits
Benefits available for all Associates:
Merchandise discount
Flexible scheduling

Benefits available based on position and meeting required waiting periods and minimum hours:
401(k)
Health, Dental and Vision coverage
Life insurance
Disability coverage
Prescription plan
Vacation Days
________________________________________
Culture
Whether you are looking for a career in retailing or a position to earn some extra spending money, Dunham's offers many opportunities in our stores, distribution center and corporate office. We attract enthusiastic, fun-loving, sports minded individuals that like variety in their job. Do you love to talk sports? If so, we may have the perfect opportunity for you.
________________________________________

Career Opportunities

Stores
The following store positions may be available in the location nearest you:

General Manager
Team Manager
Key Team Leader
Team Coordinator
Team Member/Cashier
Seasonal positions

Distribution Center
The following positions may be available in our Distribution Center located in Marion, IN:

Shipping
Processing
OTR Driver
Clerical
Seasonal positions

Corporate Office
The following positions may be available in our Corporate Office located in Troy, MI:

Accounting/Finance
Advertising
HR/Payroll
Legal/Real Estate
Construction
Loss Prevention
Merchandising (buying)
Merchandise Planning
Store Operations
Information Technology '“ less"
84,"GameStop holds the top score in video game retailing. Operating under the GameStop, EB Games, and Micromania banners, it's the largest retailer of new and used games, hardware, entertainment software, and accessories. It boasts nearly 6,700 stores in the US, Europe, Australia, and Canada. By carrying about 4,500 items, including more than 3,000 used video game titles, a majority of GameStop's revenue is generated by sales of new and used video games and their software. The company also sells downloadable add-on content from publishers. GameStop operates several e-commerce websites, offers GameStop TV in many of its locations, and publishes Game Informer, a video game magazine with some 7.2 million subscribers.

Strategy

Despite the gloomy selling forecast for retailers during the past few years, GameStop has logged its greatest revenue increases during the recession and beyond. It's seeing the largest gains among used video game products as the company lures more frugal customers who want to stay in the game even with tighter budgets. For used items, revenue rose from 23% of 2009 revenue to 28% in 2012. More consumers are turning to existing video game products, rather than new, due to their availability and cost-effectiveness. That bodes well for GameStop, because used game products (with their higher gross margins) is the company's most profitable segment. To maintain its foothold in new and used gaming, GameStop continues to target hardcore gamers as well as those niche customers who purchase games as gifts during the holidays. 

Financial Analysis

Those gamers who jockey for the latest and greatest video game software still chose to shop at GameStop, which brought in another 42% of its 2012 revenue from new video game software. GameStop saw slight sales declines, however, among its lower-margin new video game hardware product segment (21% in 2009 to 17% in 2012). The company points to lower consumer demand and price cuts on hardware consoles for the sales slips. The sales decline on new hardware wasn't detrimental to GameStop, though, as the products generate a high single-digit profit margin for the games chain. 

Geographic Reach

GameStop operates its stores in the US, Europe, Australia, and Canada.

Operations

GameStop has continued to expand its operations in the US and overseas, but most of its recent sales growth has come from outside the US. In Europe the company has logged revenue increases that have offset sales declines in the US related to decreased demand. Boosting its store count overseas has allowed GameStop to maintain its overall store growth strategy. While expansion from 2011 to 2012 slowed to a mere net 13 stores, the company has reached its current store count through several years of aggressive growth. In 2010 alone GameStop added more than 220 stores to its operations across the board (107 in the US, 88 in Europe, 17 in Australia, and eight in Canada). Albeit, this is modest growth for GameStop, which opened 674 new stores in 2008, 586 stores during 2007, and 421 stores in 2006. (To the uninitiated, GameStop was a much smaller game in town just seven years ago. The company's purchase of rival Electronics Boutique in 2005 doubled GameStop's size.)

Mergers & Acquisitions

GameStop is also looking to the Web's game space for growth. In 2011 the company acquired Spawn Labs, which develops peer-to-peer game streaming technology, so that gamers can access their video games and play with others (via an Internet-connected device) even when they are away from home. Spawn Labs sells its streaming applications to game developers. The business is being integrated into GameStop's research and development unit, as Spawn Labs' expertise in virtualization is key to strengthening the retailer's online gaming offerings. Also in 2011 GameStop acquired the Impulse subsidiary of software company Stardock Systems, whose online distribution platform enables gamers to purchase and download games to their computers. Impulse offers more than 1,100 games, a number that is sure to grow with Spawn Labs on board. Prior to these deals, GameStop secured a digital platform in 2010 when it acquired Kongregate, a gaming site launched in 2007 for social gaming that attracts some 10 million users a month. As part of the purchase, Kongregate operates as a wholly owned subsidiary of GameStop and maintains its headquarters in San Francisco.

Sales & Marketing

The company considers itself a destination location for gamers. It develops relationships with video game enthusiasts through its PowerUp Rewards loyalty program (launched in 2010) by allowing consumers to trade in used video games for store credits on future purchases. '“ less"
85,"FURNISH YOUR FUTURE

Living Spaces is a growing home furnishing brand, and what has truly sustained our growth '” from 1 to over 19 locations, 100 employees to over 2,000, humble home furnishings store to a widely recognized and respected lifestyle brand '” are the talented individuals who have taken us there. We believe that a great team member experience leads to an even better guest experience. That is why we place a huge emphasis on building a great culture with our teams, and we are always looking for innovative, driven, and passionate professionals to join our team. And, with our vision of becoming the #1 home furnishings brand in the US, there are many opportunities for you to take charge and grow your career with Living Spaces.

OUR PILLARS
The heart of our culture is illustrated by three pillars: Team Member Experience, Guest Experience, and
Profitable Outcomes. Our number one asset as a company is our Team Members who are the faces of our brand. If they are happy, valued, and part of a great culture, then there is no limit to what we can accomplish. Our second priority is a commitment to our Guests and to what they value. We believe that happy team members and delighted guests will lead to profitable outcomes.

WHO WE HIRE
Our ideal candidates possess the capacity and commitment for their roles, along with openness to being coached around skills that will ensure they delight and exceed the expectations of our guests. We also believe in our team members taking ownership of their performance and how that contributes to the overall success of their store. We are looking for people who are passionate about self-assessing their performance daily, collaborating with other team members to improve each other's performance, then self-initiating on those learnings in their daily work.


WHAT WE OFFER

BENEFITS
Medical, Dental & Vision Insurance
Life Insurance & 401K Plan
Monthly incentive program for every retail team member

TIME OFF & DISCOUNTS
Paid Time Off & Paid Holidays
15% Employee Discounts

TRAINING & ADVANCEMENTS
Comprehensive Orientation & Classroom / E-Learning Training
Clear & Compelling Career Roadmap
Feedback opportunities and twice yearly surveys

EMPLOYEE GATHERINGS
Free Catered Lunches on Weekends
Annual Team Parties & Events '“ less"
86,"DespaÃ±a Brand Foods was established in 1971 as the first manufacturer of Spanish style chorizos based in New York serving the wholesale sectors, primarily throughout the Tri-State region. The company's original focus in the specialty food division stemmed from their USDA Inspected manufacturing facility, and in the late 80's began gradually incorporating a wide line of imported specialty foods to service their restaurant and gourmet retail market accounts. Taking a wide leap forward, today DespaÃ±a Brand Foods continues to be a family run operation that has earned a very strong presence as a recognized leading importer of authentic, high quality, brand name food products exclusively from Spain.

As the NY ambassadors of the Spanish food culture, the products they import help to influence and elevate gastronomy and food culture here in the US, blending traditional, old world ingredients with new world, avant garde flavors and cuisine. DespaÃ±a Brand Foods extends through their network of select distributors located in strategic regions of the USA, such as Florida, Maryland, Chicago, Seattle, Las Vegas, and Puerto Rico to name a few. Their large customer base is composed of respected chefs, restaurant operating groups, hotels, think tanks directors, food boutiques, gourmet stores, and culinary teaching institutions.

The company's arms of influence expanded in 2006 touching the retail gourmand consumer by opening the first, and still currently the only, NYC specialty food boutique offering authentic products from Spain. In 2011, their reach continued with DespaÃ±a Vinos y Mas, a sister boutique specializing in Spanish wines and liquors. The store operates conveniently next to their flagship food boutique and cafÃ© in the fashionable neighborhood of Soho, NYC. In Summer of 2012, DespaÃ±a Princeton was launched in Princeton NJ, as their first joint venture partnership located outside of NY.

Their chorizo factory and original small retail store front remains located in Jackson Heights, Queens, with the corporate headquarters and warehouse facility for distribution located in Woodside, Queens.

The company mission is of a continued commitment and responsibility to bringing quality, authentic Spanish foods and products to the U.S, with a dedication to educating their customers. Their aim is to maintain a cultural bridge 'œfrom Spain' (DespaÃ±a) to New York, providing and using great ingredients, paired with excellent wines and spirits all presented among the universal experience of social cheer and enjoyment of food. For more information about DespaÃ±a Brand Foods, please visit www.despanabrandfoods.com '“ less"
87,"'Wine.com' is a San Francisco based online wine retailer that offers a selection of wines, gift baskets, gift certificates and monthly wine clubs. Wine.com sells over 2 million bottles per year, with a stock of more than 13,000 different bottles of wine, shipping throughout the United States."
88,"Total Wine & More is America'˜s Wine SuperstoreÂ®'”the country'˜s largest independent retailer of fine wine. We started in 1991 when brothers David and Robert Trone opened two wine stores in Delaware. Today, our typical store carries more than 8,000 wines from every wine-producing region in the world. In addition, Total Wine & More carries more than 2,500 beers, from America'˜s most popular beers to hard-to-find microbrews and imports, and more than 3,000 different spirits from every price range and category.

Our strength is our people. We are always looking for motivated, talented part-time and full-time team members who are interested in working for a company with entrepreneurial spirit and a passion for providing best-in-class customer service. Our retail stores and corporate office (called the Store Support Center) provide retail jobs with opportunity for career growth and advancement. Offering competitive compensation and comprehensive benefits for qualifying positions, we strive to ensure that all Team Members feel that they are a part of the business, as they are valuable resources to our customers, co-workers, and communities. '“ less"
89,"Atlantic Coast Merchandising is a national, full-service retail services provider. We supply merchandising support, teams, and project management for companies throughout the US retail industry including: Grocery, Home Improvement, Mass Merchandise, Drug, Discount, Club and other retail channels. Whether it's getting a new product on the shelf or redesigning a display, we make sure the product is out on the floor to maximum exposure to consumer traffic. We are a company built on the principle that our crew is our most valued asset and our mission is to provide our customers with the greatest value through excellent service at the lowest possible cost. '“ less"
90,"The Beer Store is the trading name for Brewers Retail, a privately owned chain of retail outlets selling beer and other malt beverages in the province of Ontario, Canada, founded in 1927."
91,"Standard Market is a chef-driven Celebration of Food.

We are your destination for thoughtfully selected and beautifully displayed fresh and prepared foods. The chef-driven Market features departments laid out to evoke European-style open-air markets brought together under one roof, selling everything from handpicked produce to expertly butchered meats to top-quality fish and seafood. The Market also includes a complete from-scratch bakery, an in-house delicatessen, and an extensive wine and cheese collection, along with choice dairy and pantry offerings.

At the heart of the Market is Standard Market Grill, a sophisticated yet casual restaurant that showcases seasonal ingredients and the culinary talents of the pedigreed chef team.

We invite you to explore and discover a carefully curated selection of amazing foods made in Standard Market's kitchens, sourced from local farmers and producers, and brought in from exotic locations around the globe. '“ less"
92,"Bluestem Brands is proud to be named to Star Tribune's Top Workplaces 2013.

Bluestem Brands, Inc., headquartered in suburban Minneapolis, is the parent company to three fast-growing, dynamic, multichannel retail brands. We are as strong and determined and adaptive as the prairie grass for which we're named. Whether it's through our unique retail business model, our diversity of brands, or our company culture, we are forging our own path. And as we head toward $1 billion in annual sales, at Bluestem we have our sights set high.

Our three brands, FingerhutÂ®, Gettington.comÂ® and PayCheck DirectÂ® are all experiencing tremendous growth. We focus on serving customers within each of those brands with courtesy and respect, providing them with the products they want and need, along with outstanding customer service. We are continually innovating and improving!

From the corporate campus in Eden Prairie, MN, to the 1.2 million square feet of distribution space in St. Cloud, MN, to our other locations, there is a passionate commitment to the company and to our customers that you just won't find in most organizations. Our positive, trust-based, team culture fosters ideas, which are incubated into new products, processes, line extensions, even new brands. We celebrate success and thirst for more. If you are ready for a challenge, check us out. '“ less"
93,"Bi-Mart is an employee-owned chain of retailers located in the U.S. states of Oregon, Washington, and Idaho. A typical Bi-Mart houses merchandise including electronics and small appliances, housewares, hardware and power tools, sporting and hunting supplies, apparel, canned and packaged food, personal care products, a drugstore and pharmacy."
94,"Our vision is clear. Create a unique environment that fosters exceptional customer service, employee commitment, community involvement, operational performance, and financial results. A highly motivated and well-trained team will be key to achieving our vision.

Our mission is in our name. Choice.

Market of Choice will offer an extensive selection of the finest and freshest conventional, natural, organic, and health conscious products at affordable prices. We will strive for a relaxing and enjoyable shopping experience with truly friendly people who care about the communities where they live and work.

We believe we can best fulfill our vision and accomplish our mission by living these values daily:

Superior Customer Service - resulting from great execution, a caring attitude, and a sense of urgency.

Exceptional Quality and Freshness - never settle for less than the best.

Atmosphere - create an environment that is safe, clean, challenging, and enjoyable.

Honesty - act openly, equitably, and consistently in all we do.

Teamwork - blend individual strengths and talents to achieve our shared vision.

Resourceful - minimize waste and pursue improvements to reduce costs and preserve our natural resources.

Competence - perform our jobs effectively, and being informed and excited about our products and services. '“ less"
95,"The Savers family of stores is a for-profit, global thrift retailer offering great quality, gently used clothing, accessories and household goods. Our Rethink Reuse business model of purchasing, reselling and recycling gives communities a smart way to shop and keeps more than 700 million pounds of used goods from landfills each year. We also help more than 100 nonprofit organizations by purchasing donated goods from them, which provides a source of revenue to help support their vital community programs and services.

We operate over 300 locations. Our brands comprise of Savers (in the U.S. and Australia), Value Village (in the U.S. and Canada), Unique (in the U.S.), and Village des Valeurs (in Quebec). Our corporate offices are in Bellevue, Washington. '“ less"
96,"WaterwayÂ® Carwash has been combining the Best People with the Best Technology to deliver the Best Car Wash Experience in the industry for 50 years. Our attention to detail means our customers can be assured that their car receives the best care. We don't settle for anything less and neither do they. We offer a wide variety of car wash options as well as money saving benefit programs designed to fit every budget.

Waterway hires outstanding people and we are committed to their ongoing training at all levels. We have hourly positions available year-round, which are a great fit for outgoing and energetic people who care about customer service and take great pride in every job that they do.

Waterway also has the Best Management Training Program in the Country! We offer a highly structured training program / career path that actually makes sense and moves people forward. We work with you every step of the way and train you to be the boss!

Waterway operates over 20 full service car washes, convenience stores and gas services in five major metropolitan markets: St. Louis, Kansas City, Denver, Cleveland, and Chicago. To learn more about us, our employment opportunities and our commitment to building first class facilities in the best locations, please visit our website at www.waterway.com. '“ less"
